"param_index","iterations","depth","l2_leaf_reg","bagging_temperature","learning_rate"
1001,500,6,3,1,0.03
1002,6808,7,5.27307284849919,1.13389472512655,0.0388196531746707
1003,4409,9,4.72282682564096,1.22986015238351,1.16489565366115
1004,5721,10,0.0329795265785522,1.65931531169437,0.00352768463593796
1005,5639,10,3.28960563232611,1.70522234104553,0.112301339559379
1006,1072,8,6.09311382340802,1.17175742141333,0.0036366115301609
1007,3926,10,1.46110086271932,1.88751783385951,0.0229030060854647
1008,5044,9,0.641856446927595,0.563181726515882,0.042734594091468
1009,2288,10,5.8712978222505,1.56720330069793,0.439989543833095
1010,3010,6,7.1696656507955,0.233332497443913,0.00919314451029008
1011,1871,7,0.787425145647426,1.19222524125692,0.00625773826105329
1012,1792,6,6.09891366834899,0.914454969737319,0.0425913246584863
1013,3392,10,0.035991235924966,1.13569077736453,0.00988236364901898
1014,1494,6,2.58125250704376,1.11843833610292,0.210294554434706
1015,221,8,7.30915379159224,1.06451945554941,0.0702971972287397
1016,6507,10,0.319482965247626,1.90315845798183,0.685164951866352
1017,5720,9,7.41860224979954,0.339426683119397,0.776045336933434
1018,359,7,2.29532593689964,2.61835503029633,0.0556987310590399
1019,1183,10,5.36590323077509,1.43743209465066,0.288508346438848
1020,389,10,0.108830861400876,0.850661881906435,0.136766547859148
1021,790,7,0.0185230087176916,1.9916672144713,0.219903976291073
1022,1646,7,6.36868198854122,1.15247543103954,0.00281926462702162
1023,692,7,3.48136531982443,3.06071982652903,1.35291108770475
1024,202,8,4.67571936674745,0.572212848550917,0.145929007912394
1025,4765,9,3.06729060683218,3.43777923587675,0.00667063072875397
1026,965,7,6.1879124563305,2.45174571716986,0.00143399308795543
1027,9178,8,0.506267274529053,1.01676136078891,0.617604989643817
1028,255,8,0.922520736199723,0.788565677358053,0.505428022751028
1029,8087,7,3.68286428201964,3.4894556433166,0.055558751168764
1030,7295,6,2.19743338932569,1.69014730342325,0.00460895869164926
1031,8697,7,2.32616162952759,0.267933084651072,0.00279700286921344
1032,319,6,5.92623776818062,0.717867634952034,0.00569203992391436
1033,8743,8,1.7687238338275,3.50019642293817,0.985683969121299
1034,143,8,1.34732709782192,2.072727831495,1.46809464869972
1035,277,7,1.45816842207506,1.33600133642625,0.335641327926661
1036,666,10,7.79042213204247,0.596976523504161,0.701014761929523
1037,2442,8,0.62651866617961,1.06830374072532,0.0589418175434386
1038,335,9,3.32951681696262,2.39321377597186,0.203196448976866
1039,1962,10,0.40617656750901,1.55265652384987,1.97272422096583
1040,8269,6,0.179936626270653,2.04372485780656,0.0440039876138783
1041,5955,10,6.406935928935,0.0757065310111538,0.00391596884114445
1042,468,9,8.60898714748948,0.924335751522058,0.445986537926979
1043,3871,7,5.24070176510911,2.33275469566068,0.0194380761268414
1044,7796,10,2.75802428796497,0.247738744189316,0.126867632378188
1045,686,7,5.09199251571602,3.54364558969384,1.67536426647231
1046,2231,9,0.24388591029978,1.35146173628504,0.0391183121597913
1047,9734,10,0.82776950475251,1.5190332008621,0.00463872914672882
1048,304,6,2.72280937104617,0.551185267731915,0.00497992058661276
1049,9532,8,8.58521398354317,2.56785176753658,0.00256986216516183
1050,1196,8,4.14361304575004,1.97422272082606,0.00229427451169839
1051,9708,9,0.0754274755185446,2.43522569208659,1.05774685132067
1052,909,8,0.839664598232792,2.28634832566054,1.2768663082125
1053,223,6,4.15076241569772,0.443122994526675,0.00521766130640443
1054,4209,6,1.07525213639228,2.79011178878942,0.00296899804184672
1055,9130,7,1.02744052853157,0.457456634429154,0.596405780681341
1056,3369,8,0.00128162067548079,0.770454718265561,0.0269534493772378
1057,596,9,0.00282888377768642,1.25896564338518,0.0100055413502765
1058,4505,10,0.0948840414812033,1.24799694398185,0.0288560545647848
1059,1360,8,6.79307146777944,0.216586952592401,0.00469786607098428
1060,2839,7,0.0194163656940275,1.32057968704241,1.25198263202842
1061,474,8,3.11586071141706,0.899576774309301,0.466896784928236
1062,107,7,8.76092083835427,1.11388447314018,0.00183496544878652
1063,136,10,0.0319166629422275,1.38625477133392,1.33189143158508
1064,208,8,1.05172118909416,2.11955109518891,0.197079349508497
1065,339,8,4.01331242670354,1.92357525019726,0.922129094082824
1066,751,7,1.86989057618198,1.88562580845761,0.0224787571910876
1067,7793,6,3.7267800613463,0.325265164466942,0.0113609148040724
1068,111,8,5.81775794315703,1.69939716130181,0.00420849029235063
1069,1026,6,0.901798592951836,1.14651527618469,0.0329623112339152
1070,142,8,1.80510399976422,0.603677065094759,0.00911161962826592
1071,216,10,5.58699261457645,0.37228198624532,0.00669532710868719
1072,4451,6,0.442954747152796,2.55109724363458,0.00150686114918507
1073,1328,6,0.0825890244965469,0.441271294102531,0.0516307942002854
1074,356,7,2.78350780890656,0.811784329621578,0.560753418765299
1075,2362,9,5.61733549523432,1.01024985994929,0.0061998814776805
1076,306,10,7.86696801426719,1.79163445173671,0.0661600298212915
1077,8717,6,0.0900344195522801,3.0231545670668,0.378242693762214
1078,175,8,0.98059299074675,1.71692322580631,1.41470411140348
1079,852,6,0.28312778325763,1.08054747037226,0.00370618270208273
1080,500,10,6.81800159301897,1.63737086742276,0.0138273240350283
1081,279,9,8.31108808119263,0.331998338437197,1.00308318730534
1082,447,8,5.74501699972456,2.31443099300068,0.040809735107452
1083,9174,9,0.280420744586374,2.00906348313712,0.00438767766927025
1084,3726,6,3.58069811624499,0.0433639901656313,0.00557815484573874
1085,456,7,2.97626919243927,0.888889328436323,0.024964201922451
1086,4017,7,0.0144269007179911,2.62728537315906,0.0134183688827579
1087,109,8,0.76519075717739,0.0664713742641075,0.0328397841758429
1088,5863,6,1.10615280107322,0.925871739640557,0.120383418016515
1089,7182,10,2.25497651556593,0.845328058565183,0.0092107652458464
1090,196,10,4.25673029726329,0.129973742187336,0.0565624640464512
1091,818,9,8.35531854237702,0.351741965631699,0.00125334764552299
1092,5432,6,5.58769384483142,0.974506556623129,0.0108808774904989
1093,4418,8,0.761056546324209,0.898482499416794,0.0406165756577082
1094,8328,8,8.24184280062632,1.68954028508434,1.20803303465671
1095,126,6,0.99878887970286,2.34672050541103,0.0506604429553879
1096,2663,10,7.40502179088432,2.11991119056939,0.0679622874811962
1097,857,7,5.38152404912973,2.11887171421411,0.0749977343966722
1098,449,6,7.79533499949803,2.88049360462682,0.3238396867101
1099,603,6,0.0011534615153857,1.87173160015805,0.0722030810665471
1100,1640,9,3.00568384298367,0.73196861037128,0.399902968051419
1101,1036,8,2.66026278467313,2.59990549384112,0.0146358928348377
1102,130,6,0.338528475203579,1.42296255159511,0.0371076670622233
1103,244,7,2.56392063753205,1.19458797385327,0.0509472561804464
1104,1218,6,0.728804069409401,1.49689033894009,0.0273803394245344
1105,9323,10,8.03001419356333,0.49355385467217,0.00733409365548182
1106,183,10,1.78848795271474,0.300081568807281,0.0129406526615418
1107,130,7,2.88363986092137,0.286678666192923,0.125368975720986
1108,9990,9,0.876350881810458,2.37471708200722,0.00178430590835954
1109,1585,10,8.19344146329543,1.38297920969025,0.00712795985776822
1110,1534,9,3.44219638964332,1.84100986431337,0.0156467652116857
1111,502,6,0.335320950949244,0.834473400073723,0.317855555664868
1112,6509,7,8.30580735324264,0.0102117859583338,0.00229967552815533
1113,6333,8,8.53008579899765,1.31827526950071,0.00607864513928581
1114,4947,10,3.63344249012729,1.29383758444506,1.11234884693673
1115,358,7,1.52102433743674,0.854897826607196,1.96460813267619
1116,727,7,8.8026650873716,1.32886834160684,0.186614666344653
1117,2104,6,0.0476949436577304,2.68236044065937,0.0924410946060231
1118,447,7,6.08860088272251,1.9012262523806,0.00708144991993194
1119,115,6,0.105431248951178,0.0565864079616119,0.00557937942563506
1120,109,10,8.19134571897895,1.29664639265895,0.0230663019153073
1121,160,9,3.92021483220918,1.3523902216577,0.0748497913405415
1122,3717,8,5.72706964001485,1.85086481542414,0.00293869562059626
1123,3115,9,4.32680689293738,0.977790546057192,1.12677747342911
1124,275,6,5.77839172976307,1.69438053931885,0.0024185296952646
1125,109,10,3.34056547329335,0.50667263811187,0.0412870152407207
1126,2015,6,0.0134169687904588,2.56502462562703,0.00354372304213828
1127,140,6,5.73097102384564,2.17244842324525,1.75387883194064
1128,1560,9,3.98274832883664,3.23812301201813,0.00951372202702266
1129,3531,7,6.74426104298727,1.71319215081444,0.00191617972792282
1130,6074,9,8.53435336425714,1.52239819990943,0.0674172339804864
1131,165,10,5.10845611359396,1.18947308863895,0.00149391285239322
1132,2797,10,3.24258145049789,1.93399961420368,0.1084120997527
1133,907,7,0.018558963852218,0.297918883565454,0.00344548891988985
1134,1561,7,0.301932624375851,2.09796835696972,0.532907129064203
1135,2731,8,0.812735777021261,1.26985354773026,0.0305793889652127
1136,1221,7,5.92158796257074,0.396083353146099,0.00825577736710035
1137,192,9,2.54651708498711,1.67368495245108,0.00890079571923968
1138,150,10,3.29574278560611,0.701221307111529,0.0241554850431553
1139,283,10,0.00527444298073045,1.02072711290908,0.545651223920083
1140,125,9,3.63825259412874,0.564291389641843,0.129413051768935
1141,1991,10,0.320583218054787,1.24327128190541,0.00484806659118704
1142,124,10,1.90293306090371,0.449049707578243,0.135664413840004
1143,3253,9,7.84990331395846,0.376486489991635,0.0339913496057885
1144,7220,7,0.498341023385776,0.558874787339659,0.0837619437286128
1145,1079,10,3.60240283440445,0.752646739943409,0.00101883487939865
1146,731,8,2.90777571730128,0.882726161001044,0.0058966256086799
1147,2287,9,0.593363339309864,1.29324864579356,0.76704011210041
1148,8265,9,0.792056015650969,1.03338787209771,0.00152782985907122
1149,5932,10,6.66863538788588,1.28361178304968,0.144682731222815
1150,1624,8,1.11668105508354,2.45094278906727,0.00210659861557417
1151,222,8,6.51260933570309,1.09501956796518,0.0281480215854222
1152,126,7,0.37152798691276,1.11168239685946,0.00563666158645488
1153,1767,8,0.0504210151278169,2.25905169595978,0.0256399229323137
